Percentile_Score,RawScore1,RawScore2,RawScore3,RawScore4
100.0,150.0,150.0,150.0,150.0
88.94117647058823,,,,149.0
87.99757832601786,,149.0,,148.50259942766832
87.90083135391924,,148.95695574110064,149.0,148.45160102377136
87.27476575638664,149.0,148.678409249323,148.65574058245065,148.12158194910302
87.04411764705883,148.90034245878283,148.57579025549614,148.52891236494597,148.0
86.08224465558195,148.48474010429936,148.14783774002896,148.0,147.50448967105737
85.74996216134403,148.34116877192744,148.0,147.83171015930927,147.33331384069237
85.1029411764706,148.0616064522695,147.72857983193276,147.50401592215835,147.0
84.96035877312404,148.0,147.66876764533527,147.43180275907997,146.91987104605317
84.10777909738717,147.6554639996464,147.311117237869,147.0,146.4407353605151
83.36612683517481,147.35575487996206,147.0,146.64188031266937,146.02393904786683
83.32352941176471,147.33854083380925,146.9817245989305,146.62131140628296,146.0
82.4857852166253,147.0,146.6223105796262,146.21679205872317,145.59016830741382
82.03681710213777,146.80533802619425,146.42969159700158,146.0,145.3705292298228
81.27941176470588,146.47694495506536,146.10474503437737,145.6248615916955,145.0
81.03526562736492,146.3710889544759,146.0,145.50393744602425,144.892544094892
80.1793865620245,146.0,145.6530801849875,145.0800255795439,144.5158465127357
80.01781472684085,145.93615355993867,145.5875890736342,145.0,144.44473398980696
79.00735294117646,145.5368612714073,145.17801109707688,144.58997165131112,144.0
78.56818525805963,145.3633205480187,145.0,144.41176481314997,143.80091065032036
77.64875470489308,145.0,144.65968192354222,144.03867540314215,143.38410213288486
77.55344418052258,144.96197627738613,144.6244036807122,144.0,143.34089469517022
76.8014705882353,144.6619796560797,144.34606813313562,143.63027050236153,143.0
75.86650522173453,144.28897925571243,144.0,143.17056782289077,142.63036252952296
75.51959619952494,144.15058139755487,143.86674256338728,143.0,142.49321245097497
75.1421478337471,144.0,143.72175411264925,142.84353894203818,142.34398867845815
74.2720588235294,143.67567756804215,143.38752864227087,142.4828669683258,142.0
73.26320569093386,143.29963132724453,143.0,142.0646740636388,141.5916546844256
73.10718527315915,143.24147529868475,142.93617170896363,142.0,141.52850356294536
72.45935773204131,143.0,142.6711440579317,141.7506419247446,141.2662876534453
71.80147058823529,142.7464494825708,142.40200100163906,141.4974117647059,141.0
70.81882851521114,142.36773801448894,142.0,141.119178793055,140.63684966866498
70.50920427553444,142.2484084502654,141.8923322446556,141.0,140.52242331921926
69.86465924561543,142.0,141.6682001913569,140.76210107827208,140.28422189511875
69.09558823529412,141.73099748723018,141.40076586687306,140.4782401289283,140.0
67.9430906614197,141.3278815991358,141.0,140.05285801070264,139.5547168464576
67.79988123515439,141.27779039169113,140.94967102769496,140.0,139.49938593176418
67.0056859133499,141.0,140.67056206539908,139.74942858605738,139.19253773924882
66.50735294117646,140.82857620320854,140.4954298341677,139.59220278275245,139.0
65.09762373240503,140.34363712249424,140.0,139.1474282651747,138.29771731724207
64.63034441805226,140.18289561289856,139.85998574013928,139.0,138.06493348298574
64.5,140.13805785123967,139.8209297052154,138.9456346749226,138.0
64.09866260911348,140.0,139.70067409788717,138.77824094953488,137.85598447187186
62.23277909738717,139.42328496507608,139.14158600890872,138.0,137.18643260486718
61.76025427576812,139.27723502825535,139.0,137.8191518637258,137.01687224671363
61.71323529411765,139.26270220588233,138.98209484658418,137.8011564171123,137.0
60.86329782974293,139.0,138.65843278162026,137.47586216938345,136.67801811934552
59.61995249406176,138.44352497467202,138.18495827828622,137.0,136.2070015019287
59.1342515513849,138.22614333771122,138.0,136.80640937574725,136.0230033732266
59.0735294117647,138.19896637149483,137.9768765892524,136.78220675252348,136.0
58.628974133098424,138.0,137.80758686440237,136.60501596216278,135.82424558750404
57.11104513064132,137.39248783802302,137.2295490016223,136.0,135.22413412141634
56.544117647058826,137.16558964932128,137.01365909476183,135.80058362770697,135.0
56.50824882700166,137.15123407380673,137.0,135.78796679366494,134.98771244451441
56.130375590614236,137.0,136.87163966720763,135.6550501294192,134.8582646859535
54.26811163895488,136.18975296291393,136.239044400955,135.0,134.2203102843775
53.83198526467526,136.0,136.09089597139894,134.8420565990781,134.0709067909215
53.625,135.91553513071895,136.0205848329049,134.76709677419353,134.0
53.564401392462536,135.89080654208104,136.0,134.74515095589393,133.97416485697462
51.50682897862233,135.0511690671914,135.31514453711625,134.0,133.09695530123085
51.381436694161934,135.0,135.2734081732155,133.94704436187303,133.043496521649
51.279411764705884,134.96162694897237,135.23944954808118,133.90395721925134,133.0
50.56001210836991,134.69105033726552,135.0,133.60014053680123,132.67387215579436
49.13895486935867,134.15657016426752,134.49925732383215,133.0,132.02965954077592
49.0735294117647,134.1319627037562,134.4762031372549,132.97147534742052,132.0
48.72267157844158,134.0,134.35257019300073,132.8185058739406,131.84657020793586
47.72211291054942,133.61792122061254,134.0,132.3822752469554,131.40902686763576
46.84530878859858,133.28310002578687,133.65923265683946,132.0,131.02560127089842
46.786764705882355,133.26074406368053,133.63647967128028,131.9745578747628,131.0
46.10394810603027,133.0,133.3711050080319,131.67781899627226,130.72926222279918
45.1490843045255,132.59853924951548,133.0,131.26285366937316,130.3506573335728
44.544239904988125,132.3442398550029,132.72534660152965,131.0,130.11083564745886
44.26470588235294,132.22671321053673,132.59841317970486,130.87612229102166,130.0
43.72547449347321,132.0,132.35355395040395,130.6371576439497,129.80286164277516
42.946874527016796,131.64386894574574,132.0,130.2921149219727,129.51821219267282
42.28770783847981,131.34236658531492,131.73444424931927,130.0,129.27722652159477
41.53920076879955,131.0,131.43289630972308,129.72672392296118,129.00357877569016
